facet_json_nl_map_multi	200	select?q=*:*&rows=0&facet=true&facet.field=category&facet.field=id&json.nl=map&wt=json
facet_subset	200	select?q=id:doc2&rows=0&facet=true&facet.field=category&wt=json
facet_sort_count_tiebreak	200	select?q=quick&df=body&rows=0&facet=true&facet.field=category&facet.sort=count&wt=json
facet_sort_index_subset	200	select?q=quick&df=body&rows=0&facet=true&facet.field=category&facet.sort=index&wt=json
facet_missing_no_hit	200	select?q=id:doc2&rows=0&facet=true&facet.field=category&facet.missing=true&wt=json
facet_limit_zero	200	select?q=*:*&rows=0&facet=true&facet.field=category&facet.limit=0&wt=json
facet_limit_unlimited	200	select?q=*:*&rows=0&facet=true&facet.field=category&facet.limit=-1&wt=json
facet_mincount_one	200	select?q=id:doc2&rows=0&facet=true&facet.field=category&facet.mincount=1&wt=json
facet_query_multi	200	select?q=*:*&rows=0&facet=true&facet.query=category:animals&facet.query=category:garden&wt=json
facet_query_zero	200	select?q=*:*&rows=0&facet=true&facet.query=category:nosuchvalue&wt=json
facet_query_with_fq	200	select?q=*:*&fq=category:classic&rows=0&facet=true&facet.query=category:animals&wt=json
select_term_scored	200	select?q=lazy&df=body&fl=id,score&rows=5&wt=json
select_quick_scored	200	select?q=quick&df=body&fl=id,score&rows=5&wt=json
select_fl_reversed	200	select?q=*:*&rows=2&fl=body,id&wt=json
select_wildcard_and_term	200	select?q=*:*+AND+lazy&df=body&fl=id,body&wt=json
select_wildcard_or_term	200	select?q=lazy+OR+*:*&df=body&fl=id,body&wt=json
select_wildcard_minus_term	200	select?q=*:*+-lazy&df=body&fl=id,body&wt=json
hl_basic	200	select?q=lazy&df=body&hl=true&hl.fl=body&wt=json
hl_snippets_two	200	select?q=quick&df=body&hl=true&hl.fl=body&hl.snippets=2&wt=json
hl_custom_markers	200	select?q=lazy&df=body&hl=true&hl.fl=body&hl.simple.pre=%3Cb%3E&hl.simple.post=%3C%2Fb%3E&wt=json
hl_fragsize_small	200	select?q=quick&df=body&hl=true&hl.fl=body&hl.fragsize=18&wt=json
hl_fragsize_truncated	200	select?q=quick&df=body&hl=true&hl.fl=body&hl.method=original&hl.fragsize=10&wt=json
hl_no_field_match	200	select?q=*:*&fq=category:animals&hl=true&hl.fl=body&wt=json
hl_multi_field_comma	200	select?q=lazy&df=body&hl=true&hl.fl=body,category&wt=json
hl_multi_field_space	200	select?q=lazy&df=body&hl=true&hl.fl=body%20category&wt=json
hl_default_fl	200	select?q=lazy&df=body&hl=true&wt=json
fuzzy_default_dist1	200	select?q=category:animols~&wt=json
fuzzy_default_dist2	200	select?q=category:animblz~&wt=json
fuzzy_dist1_hit	200	select?q=category:animols~1&wt=json
fuzzy_dist1_miss	200	select?q=category:animblz~1&wt=json
fuzzy_dist2	200	select?q=category:animblz~2&wt=json
fuzzy_dist0_exact	200	select?q=category:animals~0&wt=json
fuzzy_analyzed_dist0	200	select?q=body:lazy~0&wt=json
fuzzy_analyzed_dist1	200	select?q=body:lazy~1&wt=json
fuzzy_analyzed_case	200	select?q=body:LAZY~1&wt=json
err_fuzzy_dist3	200	select?q=category:animals~3&wt=json
err_fuzzy_fractional	200	select?q=category:animals~0.8&wt=json
wildcard_prefix	200	select?q=category:anim*&wt=json
wildcard_qmark	200	select?q=category:anima?s&wt=json
wildcard_leading	200	select?q=category:*mals&wt=json
wildcard_infix	200	select?q=category:an*ls&wt=json
wildcard_analyzed_hit	200	select?q=body:laz*&wt=json
wildcard_analyzed_stem	200	select?q=body:lazy*&wt=json
wildcard_analyzed_case	200	select?q=body:LAZ*&wt=json
wildcard_bare_df	200	select?q=laz*&df=body&wt=json
wildcard_field_exists	200	select?q=category:*&wt=json
regex_full	200	select?q=category:/animals/&wt=json
regex_substring	200	select?q=category:/anim/&wt=json
regex_dotstar	200	select?q=category:/anim.*/&wt=json
regex_charclass	200	select?q=category:/anim[a-z]ls/&wt=json
regex_uppercase	200	select?q=category:/ANIMALS/&wt=json
regex_analyzed	200	select?q=body:/laz./&wt=json
err_regex_bad_class	500	select?q=category:/anim[/&wt=json
err_regex_unclosed	400	select?q=category:/animals&wt=json
range_str_incl	200	select?q=category:[animals+TO+garden]&wt=json
range_str_excl	200	select?q=category:{animals+TO+garden}&wt=json
range_str_half_open	200	select?q=category:[animals+TO+garden}&wt=json
range_str_star_upper	200	select?q=category:[garden+TO+*]&wt=json
range_str_star_lower	200	select?q=category:[*+TO+classic]&wt=json
range_str_star_both	200	select?q=category:[*+TO+*]&wt=json
range_str_reversed	200	select?q=category:[garden+TO+animals]&wt=json
err_range_unclosed_q	400	select?q=category:[animals+TO&wt=json
err_range_lowercase_to	400	select?q=category:[animals+to+garden]&wt=json
boost_baseline	200	select?q=quick+garden&df=body&wt=json
boost_term	200	select?q=quick^10+garden&df=body&wt=json
boost_fielded_term	200	select?q=body:quick^10+body:garden&wt=json
boost_float	200	select?q=body:quick^2.5+body:garden&wt=json
boost_phrase	200	select?q=%22lazy+dog%22^2&df=body&wt=json
boost_fuzzy_combo	200	select?q=category:animols~1^3&wt=json
err_boost_bad	400	select?q=body:quick^bad&wt=json
select_q_field_term	200	select?q=category:animals&wt=json
phrase_with_colon	200	select?q=%22category:animals%22&df=body&wt=json
fuzzy_transposition_dist1	200	select?q=category:animasl~1&wt=json
fuzzy_transposition_control	200	select?q=category:animasl~2&wt=json
compound_wildcard_or	200	select?q=category:animals+OR+body:laz*&wt=json
compound_wildcard_and	200	select?q=body:laz*+AND+category:animals&wt=json
compound_fuzzy_or	200	select?q=category:animols~1+OR+body:garden&wt=json
grouped_wildcard	200	select?q=(body:laz*)&wt=json
exists_non_docvalues	200	select?q=body:*&wt=json
negative_only	200	select?q=-lazy&df=body&wt=json
negative_not_keyword	200	select?q=NOT+lazy&df=body&wt=json
negative_two_clauses	200	select?q=-lazy+-dog&df=body&wt=json
negative_and_not	200	select?q=lazy+AND+NOT+dog&df=body&wt=json
negative_fielded_and_not	200	select?q=category:animals+AND+NOT+body:garden&wt=json
mlt_baseline	200	mlt?q=id:mlt1&mlt.fl=body,category&wt=json
mlt_fl_restricted	200	mlt?q=id:mlt1&mlt.fl=body&wt=json
mlt_mintf_mindf_maxdf	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.maxdf=10&wt=json
mlt_minwl_maxwl	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.minwl=6&mlt.maxwl=10&wt=json
mlt_maxqt	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.maxqt=2&wt=json
mlt_boost	200	mlt?q=id:mlt1&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.boost=true&wt=json
mlt_fl_rows_start	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&fl=id,score&rows=2&start=1&wt=json
mlt_interesting_terms_details	200	mlt?q=id:mlt1&mlt.fl=body&mlt.interestingTerms=details&wt=json
mlt_no_interesting_terms	200	mlt?q=id:mlt20&mlt.fl=body&wt=json
mlt_nonexistent_doc	200	mlt?q=id:nosuchdoc&mlt.fl=body&wt=json
mlt_fq_scope	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&fq=category:astronomy&wt=json
mlt_fq_seed_not_filtered	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&fq=category:cooking&wt=json
mlt_fq_multiple_and	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&fq=category:astronomy&fq=category:outdoors&wt=json
mlt_match_include_false	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.match.include=false&wt=json
mlt_match_offset	200	mlt?q=category:astronomy&mlt.fl=body&mlt.match.offset=1&wt=json
mlt_json_nl_map_empty_terms	200	mlt?q=id:mlt1&mlt.fl=body&mlt.interestingTerms=details&json.nl=map&wt=json
mlt_fl_wildcard_score	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&fl=*,score&wt=json
mlt_maxntp_noop	200	mlt?q=id:mlt11&mlt.fl=body&mlt.mintf=1&mlt.mindf=1&mlt.maxdf=10&mlt.maxntp=5000&wt=json
edismax_basic	200	select?q=rocket&defType=edismax&qf=title+body&fl=id&wt=json
edismax_qf_equal	200	select?q=rocket+launch+success&defType=edismax&qf=title+body&fl=id&wt=json
edismax_qf_boost_title	200	select?q=rocket+launch+success&defType=edismax&qf=title^10+body&fl=id&wt=json
edismax_qf_boost_body	200	select?q=rocket+launch+success&defType=edismax&qf=title+body^10&fl=id&wt=json
edismax_pf_off	200	select?q=quick+fox&defType=edismax&qf=body&fl=id,score&fq=id:(pA+OR+pB)&wt=json
edismax_pf_on	200	select?q=quick+fox&defType=edismax&qf=body&pf=body&fl=id,score&fq=id:(pA+OR+pB)&wt=json
edismax_tie_0	200	select?q=rocket&defType=edismax&qf=title+body&tie=0&fl=id,score&fq=id:(eC+OR+eD)&wt=json
edismax_tie_1	200	select?q=rocket&defType=edismax&qf=title+body&tie=1&fl=id,score&fq=id:(eC+OR+eD)&wt=json
edismax_score_baseline	200	select?q=rocket&defType=edismax&qf=title+body&fl=id,score&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_boost_multiplicative	200	select?q=rocket&defType=edismax&qf=title+body&boost=2&fl=id,score&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_bq_additive	200	select?q=rocket&defType=edismax&qf=title+body&bq=title:mission^5&fl=id,score&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_term_boost	200	select?q=rocket^5&defType=edismax&qf=title+body&fl=id,score&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_quoted_phrase	200	select?q=%22quick+fox%22&defType=edismax&qf=body&fl=id&fq=id:(pA+OR+pB)&wt=json
edismax_operators_exclude	200	select?q=rocket+-mission&defType=edismax&qf=title+body&fl=id&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_operators_required	200	select?q=%2Brocket+%2Blaunch&defType=edismax&qf=title+body&fl=id&fq=id:(eA+OR+eB+OR+eC+OR+eD)&wt=json
edismax_mm_1	200	select?q=alpha+beta+gamma&defType=edismax&qf=body&mm=1&fl=id&fq=id:(mmA+OR+mmB+OR+mmC+OR+mmD)&wt=json
edismax_mm_2	200	select?q=alpha+beta+gamma&defType=edismax&qf=body&mm=2&fl=id&fq=id:(mmA+OR+mmB+OR+mmC+OR+mmD)&wt=json
edismax_mm_3	200	select?q=alpha+beta+gamma&defType=edismax&qf=body&mm=3&fl=id&fq=id:(mmA+OR+mmB+OR+mmC+OR+mmD)&wt=json
edismax_mm_conditional	200	select?q=alpha+beta+gamma&defType=edismax&qf=body&mm=2%3C-1+3%3C80%25&fl=id&fq=id:(mmA+OR+mmB+OR+mmC+OR+mmD)&wt=json
edismax_mm_absent	200	select?q=alpha+beta+gamma&defType=edismax&qf=body&fl=id&wt=json
edismax_mm_empty_star	200	select?q=*:*&defType=edismax&qf=body&mm=&fl=id&wt=json
admin_system	200	admin/system?wt=json&json.nl=flat
facet_local_params_key	200	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dmylabel%7Dcategory&wt=json
facet_local_params_key_same	200	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dcategory%7Dcategory&wt=json
facet_local_params_key_unknown	400	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dk%7Dnosuchfield&wt=json
facet_local_params_key_as_other_field	200	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dbody%7Dcategory&wt=json
facet_local_params_key_unterminated	400	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dmylabel%20category&wt=json
facet_local_params_key_empty_remainder	400	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Dmylabel%7D&wt=json
edismax_unquoted_multitoken	200	select?q=quick%2Brocket&defType=edismax&qf=title+body&fl=id&sort=id+asc&wt=json
terms_body	200	terms?terms=true&terms.fl=body&omitHeader=true&wt=json
facet_local_params_duplicate_key	200	select?q=*:*&rows=0&facet=true&facet.field=%7B%21key%3Da%20key%3Db%7Dcategory&wt=json
select_json_nl_repeated_map_flat	200	select?q=*:*&rows=0&facet=true&facet.field=category&json.nl=map&json.nl=flat&wt=json
select_json_nl_flat	200	select?q=*:*&rows=0&facet=true&facet.field=category&json.nl=flat&wt=json
hl_wildcard_stored_string	200	select?q=category%3Aanimals&hl=true&hl.fl=%2A&wt=json
dotted_dynamic_basic	200	select?q=tm_X3b_en_a.b:gamma&fl=id&sort=id+asc&wt=json
dotted_dynamic_leading	200	select?q=tm_X3b_en_.leading:gamma&fl=id&sort=id+asc&wt=json
dotted_dynamic_trailing	200	select?q=tm_X3b_en_trailing.:gamma&fl=id&sort=id+asc&wt=json
dotted_dynamic_consecutive	200	select?q=tm_X3b_en_a..b:gamma&fl=id&sort=id+asc&wt=json
